Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0066313277859694686,,,,0.03634028487134397,0.06170490814107448,,0.0075076877053206785,,,,,0.11465347691492979,,0.0781975799557981,,,0.0354979048658867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03414628683056398,,,,0.03341615732897771,0.045317188639694424,,0.027642295844870123,,,,,0.047056175791797765,,0.02493000426818324,,,0.05302506153623942
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021312507711937354,,,,0.1429192022922519,0.0034156109163891776,,0.07816934924589346,,,,,0.06500049999497112,,0.007331218383997727,,,0.029384781694883125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03746821726563395,,,,0.07102174692074043,0.08185568355097685,,-0.008780143996920821,,,,,0.019534585450733687,,0.10115170350692494,,,0.04828137754224578
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1380111990018412,,,,0.11043797553690037,0.000460349025719753,,0.020693983947005955,,,,,0.020563341601825304,,-0.03725277713766117,,,0.025119098264694766
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0167544061509657,,,,0.07711439336953066,0.03959820010932393,,0.10115427196154154,,,,,0.1551742641589501,,0.03375446531381237,,,0.06698316917619795
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016952977547998564,,,,0.04486778712745251,0.0028125961983548587,,0.18697078675430945,,,,,0.13201063973892838,,0.03425115408547597,,,0.05933389545447233
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14102333996594668,,,,0.013225066279269051,0.03628247209809232,,0.006937688459347496,,,,,0.02886058576799057,,0.04236213522769441,,,0.04017521577532126
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0329714163029468,,,,-0.05837082544619387,-0.02133311949453388,,-0.06283234182975675,,,,,-0.11875677398733943,,0.02290745180206479,,,-0.07310980450097038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06372196944376805,,,,0.011096869963776504,0.01815180570897287,,-0.03208716120412456,,,,,-0.008377905457236195,,0.06622294313863214,,,0.04180464864654246
