,SHAP_value,SK-ESD
moa,0.10054942627584536,1.0
amc,0.09526677738260676,1.0
lcom,0.07890143773763335,2.0
avg(cc),0.055363349757517076,3.0
ic,0.04218088089026513,4.0
lcom3,0.03880908224105533,4.0
ca,0.033485673773981546,5.0
dit,0.023551952959162754,6.0
noc,0.0032330604952615877,7.0
