,SHAP_value,SK-ESD
loc,0.11391061488462627,1.0
avg(cc),0.07580736077814311,2.0
cam,0.07453422119793894,2.0
lcom3,0.05665653378279382,3.0
ca,0.0433352774634811,4.0
lcom,0.03586512010120666,5.0
ic,0.016669993586301262,6.0
moa,0.0150477037269609,6.0
dit,0.009510551079565955,7.0
noc,0.005374572002450109,8.0
