,SHAP_value,SK-ESD
dit,0.10130007599809991,1.0
ic,0.09680336662958439,1.0
avg(cc),0.07859194551408832,2.0
dam,0.07077363847551094,2.0
lcom,0.0570021919557354,3.0
amc,0.050850230581947306,3.0
lcom3,0.04322461216466463,4.0
cam,0.024344132504560526,5.0
ca,0.01847318087217947,6.0
moa,0.007647155416559014,7.0
noc,0.0016507445191094093,8.0
