,SHAP_value,SK-ESD
amc,0.12887851818009394,1.0
cam,0.06027791040357423,2.0
avg(cc),0.04967948364708974,3.0
moa,0.049562373901269365,3.0
dam,0.047628407859721396,3.0
lcom,0.04566140355969403,3.0
npm,0.037572581479581396,4.0
ca,0.025296903612022574,5.0
noc,0.014856262746692198,6.0
dit,0.014166613179319167,6.0
cbm,0.012047073010211445,6.0
