,SHAP_value,SK-ESD
cbm,0.12789832953626196,1.0
lcom,0.08532839415463933,2.0
lcom3,0.05913780764748894,3.0
mfa,0.04691021139537028,4.0
amc,0.0423694521620945,4.0
dam,0.04170848123782037,4.0
avg(cc),0.034083245467543294,5.0
cam,0.02796159322074254,6.0
ca,0.023770629528829457,6.0
moa,0.010576863360141213,7.0
noc,0.0049832011321545855,8.0
