,SHAP_value,SK-ESD
lcom,0.09489671140621361,1.0
lcom3,0.09082663330920449,1.0
amc,0.08077327362300141,2.0
cam,0.07658734322809187,2.0
avg(cc),0.04083969291868485,3.0
dit,0.02867579702280029,4.0
ca,0.02496159354008427,4.0
moa,0.020621869882858614,5.0
ic,0.01700267296941256,5.0
noc,0.006871151748496604,6.0
