,SHAP_value,SK-ESD
cam,0.14307225264491247,1.0
cbm,0.05543819712137605,2.0
avg(cc),0.04825615071779364,2.0
amc,0.046944234764797844,2.0
dam,0.04311682161896298,3.0
npm,0.04216637923979555,3.0
lcom,0.03363978262020926,4.0
ca,0.027361988304477763,5.0
dit,0.019201217239323276,6.0
moa,0.013315560851252347,7.0
noc,0.0036129004491494534,8.0
