,SHAP_value,SK-ESD
amc,0.09138220943951608,1.0
lcom3,0.08966125806040384,1.0
avg(cc),0.08290331010826495,1.0
moa,0.06964900885675326,2.0
lcom,0.0680318367012614,2.0
npm,0.0354654457888195,3.0
ca,0.032858440422915795,3.0
dit,0.023795288156792875,4.0
ic,0.00504624157235112,5.0
noc,0.0032555547063199313,6.0
