,SHAP_value,SK-ESD
lcom3,0.11310653663387045,1.0
lcom,0.10593816782019391,1.0
amc,0.10222275783100787,1.0
avg(cc),0.086213929098742,2.0
ic,0.028705049052398367,3.0
ca,0.02413242088881086,3.0
moa,0.022932425629694095,3.0
dit,0.014577639769971576,4.0
noc,0.010185119135091177,5.0
