,SHAP_value,SK-ESD
lcom3,0.05820517907564822,1.0
npm,0.05715615404688298,1.0
lcom,0.053272229504663905,1.0
ca,0.04973612750190787,2.0
cam,0.04492972410683789,2.0
amc,0.04461896802345415,2.0
avg(cc),0.030935934840868047,3.0
dam,0.027640194197712353,3.0
moa,0.016523383481667236,4.0
dit,0.0148215684980172,4.0
ic,0.013846132901123489,4.0
noc,0.010660179641218452,5.0
