,SHAP_value,SK-ESD
cam,0.11904728270263089,1.0
amc,0.1138291086278793,1.0
lcom,0.07542032069005497,2.0
avg(cc),0.05725194299018527,3.0
mfa,0.04388719671721806,4.0
lcom3,0.035704664906009806,5.0
ca,0.025443463004992912,6.0
moa,0.011385459304212914,7.0
ic,0.011327133351561994,7.0
noc,0.005014927701169508,8.0
