,SHAP_value,SK-ESD
lcom3,0.09784062737959774,1.0
ca,0.07005727088766694,2.0
avg(cc),0.05793225925108144,3.0
amc,0.05315901198260408,3.0
cam,0.044863411317967915,4.0
lcom,0.0391997846465071,5.0
dit,0.036037867206822,5.0
moa,0.024952525792505703,6.0
ic,0.019445283010304897,7.0
noc,0.010121282487911496,8.0
