,SHAP_value,SK-ESD
npm,0.12206139039203703,1.0
dam,0.10661479809069527,2.0
lcom,0.06135599515619476,3.0
ca,0.046720830205135434,4.0
lcom3,0.04066339830270055,5.0
cam,0.04055462716453045,5.0
amc,0.03945433590815036,5.0
mfa,0.03932116185533337,5.0
moa,0.011764507613470013,6.0
noc,0.007825460293675703,7.0
