,SHAP_value,SK-ESD
ca,0.2108135950227776,1.0
mfa,0.12383714632190539,2.0
amc,0.10858278510252897,3.0
cbm,0.03415616310727355,4.0
avg(cc),0.03167779992973959,4.0
cam,0.028208333577491047,5.0
lcom,0.02545460757629693,5.0
dam,0.01108017612861539,6.0
moa,0.0034662151379881542,7.0
noc,0.002354797873136148,7.0
