,SHAP_value,SK-ESD
cam,0.07744604101968632,1.0
amc,0.0582229707324484,2.0
avg(cc),0.054896310987245046,2.0
npm,0.043089205944974986,3.0
lcom3,0.039821683537951305,3.0
lcom,0.03541044219298951,4.0
dam,0.03493480984629338,4.0
ca,0.027331970692831768,5.0
mfa,0.021525257316156704,6.0
cbm,0.01787145058475214,6.0
noc,0.01130697667154619,7.0
moa,0.011274991503977008,7.0
