,SHAP_value,SK-ESD
npm,0.06968531175377216,1.0
dam,0.054663373280340266,2.0
amc,0.05005519171064568,2.0
ca,0.04761289970563381,2.0
cam,0.04317470921184223,3.0
lcom,0.042523927269397264,3.0
ic,0.04064689081944641,3.0
lcom3,0.031228552927736387,4.0
avg(cc),0.028534099947229222,4.0
mfa,0.024436313921164944,5.0
moa,0.01687415217633253,6.0
noc,0.015013888174004883,6.0
