,SHAP_value,SK-ESD
amc,0.1072928543362081,1.0
cam,0.06806052625557267,2.0
lcom3,0.058093214796956526,3.0
npm,0.05636055422812269,3.0
avg(cc),0.033608005606474436,4.0
lcom,0.03009190807389907,4.0
ca,0.025551332495073492,5.0
moa,0.0208643263740731,6.0
dit,0.019927592881848664,6.0
ic,0.017179837710510997,7.0
noc,0.015138320806409531,7.0
