,SHAP_value,SK-ESD
ca,0.0840290007756099,1.0
cam,0.08163075355759035,1.0
lcom,0.0728409603955469,2.0
dam,0.05539433717937009,3.0
lcom3,0.044845980126086156,4.0
avg(cc),0.04461848733303139,4.0
amc,0.041005862229833524,4.0
npm,0.04009488142836919,4.0
moa,0.015581439500715817,5.0
dit,0.014748210429522813,5.0
noc,0.006348658249988387,6.0
ic,0.006219755845356413,6.0
