,SHAP_value,SK-ESD
lcom,0.10574246285500197,1.0
avg(cc),0.08203819605219356,2.0
lcom3,0.06739305426035419,3.0
amc,0.049545763482884114,4.0
cam,0.04384151775975957,4.0
ca,0.04227104121518642,4.0
moa,0.03724784371893122,5.0
dit,0.03472746274766238,5.0
ic,0.0172293523999967,6.0
noc,0.00755253979126743,7.0
