Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04488023084566991,0.001170804626940621,,,0.07681645218714359,0.03513640469351447,,0.18717861287088713,,,0.052994017347569256,,0.024830658851157476,0.01332309655788907,,-0.018305527276283606,,0.07335455964033988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08100031393897644,6.694629053791939e-05,,,0.20697475440307703,0.011541703290636795,,0.019324613542150055,,,-0.013156682862042563,,0.049734838154900145,0.039668502035587264,,0.06888817940449812,,-0.03266385785349364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075084083778854446,0.0002283892722575081,,,0.09476176632012265,0.015811189941317454,,0.008237339247389546,,,0.0665189328736422,,0.06971855214445297,-0.006697734297429127,,0.018847502678304578,,0.12146178054265563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025741523609782095,0.0019582214512546005,,,0.07668652982537015,0.04469221336197061,,0.14556886053926452,,,0.04427282810190811,,0.03442059645948752,-0.008173102946628187,,0.06350786187292531,,0.06270377806949284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021480368453686456,0.0012186647327716849,,,0.06078176662163389,0.04487026163102071,,0.16499295116454746,,,0.042272111646388624,,0.02775259039191334,-0.007861860897808784,,0.10491829200893825,,0.07391490149910876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00034954752046533654,0.0012720408244824987,,,0.03512386368795925,0.045744516807609145,,0.18875742138498652,,,0.05389751181251222,,0.06890394829846413,-0.007509238379915038,,-0.008712851454884358,,0.077584978217412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014411309534967703,-0.0010104333116300048,,,0.0194312852663753,0.005908035942542959,,-0.12393175791237777,,,0.013496082751696248,,-0.11070328417171413,-0.003803168388338467,,0.0004246887883791883,,-0.10284344815507375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08085663748553525,0.0037255616838632,,,0.11023461598112834,0.0518330058782812,,0.013076540101372902,,,0.04169229606840966,,0.03188649759540737,0.027752844051330286,,0.04488710582701355,,0.09543420567248599
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07171559700520082,-0.002351969532886101,,,0.04501332277651006,-0.0030246839456305736,,-0.1009548847415135,,,-0.031640811988715246,,-0.04746014824745948,-0.02686951114565341,,-0.07726046048858241,,-0.07235594533604084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06754577144111826,-0.0036762542501278146,,,0.04135107005919778,-0.1447749985841204,,-0.0081820271498206,,,0.009036578383338045,,-0.014771396022685176,-0.03626438065902593,,-0.08636728354781156,,0.002573773557001116
