,SHAP_value,SK-ESD
ic,0.047201662334824084,2.0
dit,0.04527330581688402,2.0
avg(cc),0.04081574067027487,3.0
Betweenness,0.03774583006040303,3.0
lcom,0.02969650482615079,4.0
dam,0.02280913860852541,5.0
lcom3,0.02247562960843353,5.0
cam,0.010928056149295304,7.0
Indirects,0.007328319388338908,9.0
ca,0.006852189845195222,9.0
Hierarchy,0.00658088639548464,9.0
