,SHAP_value,SK-ESD
lcom,0.06192544014602553,1.0
lcom3,0.05021649257800648,2.0
mfa,0.037144628026037144,3.0
cam,0.026956866262237547,4.0
Hierarchy,0.019784626769857275,5.0
avg(cc),0.015016939371734405,6.0
Indirects,0.012249144249061107,7.0
cbm,0.00945439906510834,8.0
