,SHAP_value,SK-ESD
dam,0.03996343328569819,2.0
Closeness,0.03832504149431825,2.0
lcom,0.030102747648574686,3.0
ca,0.02718760291169977,3.0
avg(cc),0.018074450416747014,5.0
cbm,0.01702669985061723,6.0
lcom3,0.015278950181687153,6.0
Indirects,0.011841555038998926,7.0
mfa,0.010814784663307497,7.0
