,SHAP_value,SK-ESD
rfc,0.07693574816087366,1.0
avg(cc),0.0373425100721795,3.0
cam,0.032551666776889664,4.0
lcom3,0.025791449951341545,5.0
Betweenness,0.020848187750962484,6.0
cbo,0.018410169237629705,6.0
lcom,0.014756421005965624,7.0
ic,0.005978001915769896,10.0
dit,0.00357880785429039,11.0
