,SHAP_value,SK-ESD
lcom,0.05089832576046327,1.0
cam,0.04757311244053078,1.0
avg(cc),0.031388344365182654,4.0
dam,0.022536673166593534,6.0
lcom3,0.016628198122421445,7.0
Indirects,0.015327593091557444,7.0
mfa,0.013323008378586201,8.0
ic,0.001714321465938554,13.0
