,SHAP_value,SK-ESD
dit,0.07547450979902028,1.0
cbm,0.03943370609365924,3.0
Efficienc,0.024753207518055532,6.0
cbo,0.023092565163036868,6.0
cam,0.019449751327103863,7.0
lcom,0.012911031035727577,9.0
dam,0.0110301619930124,10.0
