,SHAP_value,SK-ESD
cam,0.08498925678085295,1.0
cbm,0.025518581288786334,5.0
dit,0.022469578646040572,5.0
Hierarchy,0.01725027083809779,7.0
dam,0.015302168035382887,7.0
ca,0.011712831894887006,8.0
