,SHAP_value,SK-ESD
Closeness,0.04251009627479836,2.0
Eigenvector,0.03379550691028003,3.0
avg(cc),0.023932353349150937,4.0
lcom3,0.02273090626347316,4.0
lcom,0.02175699102563482,4.0
wmc,0.018880979805209665,5.0
Hierarchy,0.017700676287923614,5.0
Efficienc,0.012633087081881414,6.0
dit,0.010721010694240833,7.0
ca,0.010629660498628091,7.0
ic,0.008429354157431172,8.0
