,SHAP_value,SK-ESD
Betweenness,0.056843235328809055,1.0
avg(cc),0.055022449372350665,1.0
lcom,0.041487854038034226,2.0
dam,0.030186662652017113,3.0
cam,0.023198105056839786,4.0
mfa,0.01835638563189434,6.0
lcom3,0.015860268535269825,6.0
ic,0.0031310139873826325,12.0
