,SHAP_value,SK-ESD
cam,0.07677788809214538,1.0
lcom,0.056525277072319656,2.0
avg(cc),0.029689026221842087,4.0
mfa,0.026706498999133722,4.0
lcom3,0.024375721801841093,5.0
Indirects,0.02378254663241145,5.0
Hierarchy,0.01541282568215486,7.0
cbm,0.00439047018951242,11.0
