,SHAP_value,SK-ESD
lcom,0.057091711311401915,1.0
dit,0.038974169558692255,3.0
lcom3,0.03391316911102019,4.0
cam,0.027558428337509096,5.0
Hierarchy,0.021270462300394442,6.0
Constrain,0.019269969043076318,7.0
avg(cc),0.01330150328969468,8.0
ca,0.012567596902014568,8.0
