,SHAP_value,SK-ESD
lcom,0.045731372171721456,2.0
cbm,0.04245117238757603,2.0
avg(cc),0.03847572162219794,3.0
Constrain,0.0330749414490281,4.0
lcom3,0.022797858321477384,5.0
mfa,0.011509432833291346,8.0
