,SHAP_value,SK-ESD
avg(cc),0.07102134397594788,1.0
Betweenness,0.06216238348529857,2.0
lcom3,0.035426218107886785,4.0
lcom,0.02997380706191502,5.0
Closeness,0.02562576273526157,6.0
wmc,0.024771866361054766,6.0
Eigenvector,0.009587382758680247,10.0
ca,0.005537063015277372,12.0
dit,0.00471073817426407,12.0
