,SHAP_value,SK-ESD
wmc,0.04652416421724955,1.0
lcom3,0.027879293477819537,4.0
mfa,0.01611899152185333,7.0
dam,0.015766688974106224,7.0
ca,0.014069186782812422,7.0
Indirects,0.013640444449870408,7.0
avg(cc),0.012102243043802047,8.0
ic,0.004142903331301728,10.0
