,SHAP_value,SK-ESD
avg(cc),0.05813835674381838,1.0
lcom,0.04863976803245268,2.0
ic,0.03577902038841059,4.0
lcom3,0.029812347395695684,5.0
cam,0.021900286783028376,6.0
Betweenness,0.013428274282737263,8.0
dam,0.01105948165489512,9.0
ca,0.007173874180327234,11.0
dit,0.005070496058342575,12.0
