,SHAP_value,SK-ESD
avg(cc),0.0733356805930527,1.0
rfc,0.06385703780015109,2.0
lcom,0.0364413593349366,3.0
cam,0.031243728699759922,4.0
dam,0.030822779357641113,4.0
cbo,0.013945532571032987,6.0
lcom3,0.013847201683484958,6.0
ic,0.013121469842932018,7.0
Betweenness,0.007793191821698579,9.0
dit,0.007411423724011233,9.0
