,SHAP_value,SK-ESD
Betweenness,0.09325295365352589,1.0
avg(cc),0.045225434994194035,2.0
Hierarchy,0.03649915864401699,3.0
lcom3,0.0302820407062469,3.0
Closeness,0.018331915937385996,5.0
cam,0.017191137303635876,5.0
lcom,0.015151453703042128,6.0
Indirects,0.014180210792432885,6.0
ca,0.007703807481092535,9.0
dit,0.006089166097100152,10.0
ic,0.0011682398332905418,11.0
