,SHAP_value,SK-ESD
lcom,0.0536145854785159,2.0
ic,0.035411124305035846,3.0
lcom3,0.03404659359585305,3.0
mfa,0.023302315825760807,4.0
cam,0.016025668825727327,6.0
avg(cc),0.013885287527775406,7.0
dam,0.01222963935842436,8.0
Betweenness,0.011405225066900216,8.0
ca,0.008670096306067167,9.0
Constrain,0.008468538659924899,9.0
Hierarchy,0.0067308781737383675,10.0
