,SHAP_value,SK-ESD
lcom,0.06760095149525101,1.0
avg(cc),0.05935447646396031,2.0
cam,0.054757832831021536,2.0
lcom3,0.03842505526738119,3.0
cbo,0.01921908506975676,6.0
mfa,0.018878104036874857,6.0
Hierarchy,0.014278885546750754,7.0
Indirects,0.012656890289381176,8.0
cbm,0.005667024896454051,11.0
