,SHAP_value,SK-ESD
cam,0.04697752355166803,1.0
avg(cc),0.027414810420137704,3.0
Indirects,0.023691918260574853,4.0
dam,0.021638573547364797,4.0
lcom,0.019946762042860243,5.0
lcom3,0.019058814358648132,5.0
mfa,0.011679800173488549,7.0
ca,0.008633817010038007,8.0
cbm,0.005705962557785711,10.0
