,SHAP_value,SK-ESD
ca,0.026380136026529142,4.0
cam,0.025944060588607543,4.0
mfa,0.019684632752461784,5.0
dam,0.017215483179717845,6.0
avg(cc),0.01616461470208528,6.0
lcom,0.014924849846314883,7.0
Efficienc,0.012976657728599525,7.0
Constrain,0.011231696507814545,8.0
ic,0.00941336593198257,8.0
