,SHAP_value,SK-ESD
cbo,0.03927503920022476,1.0
dit,0.03651897821843098,1.0
lcom,0.030801676767352914,2.0
rfc,0.025688648949884468,3.0
cam,0.024618855170288834,3.0
lcom3,0.022946478288867606,4.0
avg(cc),0.017822669729257466,5.0
Betweenness,0.017407206159905316,5.0
Density,0.01411881105119877,6.0
cbm,0.002711893064339743,8.0
