,SHAP_value,SK-ESD
ca,0.14509536733429326,1.0
mfa,0.06918866139048278,2.0
Betweenness,0.026402545825018952,6.0
cbm,0.023864148392677396,6.0
avg(cc),0.02356772744984852,6.0
cam,0.011833823364486228,8.0
Hierarchy,0.010979927673706215,8.0
Efficienc,0.007810100116651423,9.0
dam,0.004306050683913436,11.0
lcom,0.004258186692704038,11.0
