Size(in),Ties(in),Pairs(in),Densit(in),AvgDis(in),Diamet(in),nWeakC(in),pWeakC(in),2StepR(in),2StepP(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),AvgDis(out),Diamet(out),nWeakC(out),pWeakC(out),2StepR(out),2StepP(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),AvgDis(un),Diamet(un),nWeakC(un),pWeakC(un),2StepR(un),2StepP(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),Degree_x,EffSize,Efficienc,Constrain,Hierarchy,EgoBetwe,Ln(Constr,Indirects,Density,Degree_y,Closeness,Betweenness,Eigenvector,EffSize(g),Efficie(g),Constra(g),Hierarc(g),Indirec(g),wmc,dit,noc,cbo,rfc,lcom,ca,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07615000816239939,0.02761466738501436,,0.10283216068328316,,0.09943160694622269,,-0.03207458845930247,0.05203253864262965,-0.029980877245061346,,,,0.16634985578564082
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009301411308508874,0.0055273365709017554,,0.023137139530413933,,0.002018327348732476,,0.11122441372436524,-0.002159066343690433,0.2456671719663623,,,,0.10763863779523167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003038656122929223,0.0003751419739972443,,0.050507285413776234,,0.03939120183450418,,0.15633292709072716,0.04661276041936161,0.2629139100516479,,,,-0.06681651100611616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0997118280789926,-0.00996032427101718,,0.10970156102450634,,0.11314082733311044,,-0.03251547423491613,0.027468583341672684,-0.019137888797137605,,,,0.13394625942561506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03759877259425371,-0.00982386344302047,,-0.02371473260485715,,-0.09725083262306584,,-0.08480298983457789,-0.01857879234208913,-0.11260087415662033,,,,-0.09327377050068882
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0011251760552660624,0.007966762691761683,,-0.05538258015734157,,-0.05192111103163386,,0.11084995604608355,0.0019543060432705463,0.2429034652098318,,,,0.19044308248745337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03491906459588256,0.039960477156443484,,0.1157928779217183,,0.12442982627127062,,-0.0332821911987261,0.0811833759099691,-0.05016475911385567,,,,-0.01048329964187541
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06489260357438312,0.05807781487798033,,0.19037496967327994,,0.13492059888134655,,0.009357178391114029,0.029967203460661465,-0.005073186408344514,,,,-0.030376603400828733
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10530780657768189,0.06310235291684207,,0.046968451473627056,,0.1965818704806865,,-0.006029120119233347,0.023517300477830145,-0.07578564863626246,,,,-0.051307641270344914
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02994192394473516,-0.016152416369795846,,0.048200415580199156,,0.06454804934217231,,0.0853058690716625,0.02175031184380989,0.19980186343952633,,,,0.0189593550485169
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045572167879453285,0.12344540751187391,,-0.029412786883655912,,-0.0755135568960043,,0.05195531327284595,0.0339428756740004,-0.09658400734635403,,,,0.2004539269426351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10583243959590156,0.008529003136142462,,0.04032434433665313,,0.006711805534038208,,0.11519126421108425,-0.010470503758503176,0.2354438238735816,,,,-0.04920680502807158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009651583429454583,0.004417898872512543,,0.02587126704066686,,-0.0021167949783145,,0.11676087699219212,0.0005700376379733069,0.25071017400825685,,,,0.09649032889808432
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06774154067402477,-0.023461716229280352,,-0.04526120159883165,,0.05204102609612337,,-0.10968775076941277,-0.028318517983384334,-0.11433767069880385,,,,0.019122743758440686
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04869363188100477,0.007271096060032795,,0.039307842754119235,,-8.254132626911292e-05,,0.14067753158550084,-0.004962195061833746,0.24898114091138687,,,,0.022468865096884377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012485296374935909,0.012337312348360732,,0.036341987776301855,,0.01434418309951506,,0.09241814177347493,0.009643241071307297,0.2441529174609043,,,,0.08063229199602615
