,SHAP_value,SK-ESD
amc,0.05361126713785077,1.0
cam,0.046885865955255915,2.0
npm,0.0450500237587786,2.0
lcom3,0.0438980833804936,2.0
lcom,0.040386524646444134,3.0
ca,0.04032792521786197,3.0
dit,0.03319179598127537,4.0
ic,0.03182151223528648,4.0
moa,0.02897237693113915,4.0
avg(cc),0.028807774082544434,4.0
noc,0.00934737802133626,5.0
