,SHAP_value,SK-ESD
npm,0.05746606887345365,1.0
lcom3,0.05166446257300737,1.0
amc,0.05027882597292669,1.0
cam,0.04370021790003133,2.0
lcom,0.03724181421433101,3.0
ca,0.03430784030154943,4.0
moa,0.03303055522032456,4.0
dit,0.03188537055194821,4.0
avg(cc),0.027099940206262798,5.0
ic,0.02442572842373529,5.0
noc,0.007916781607724051,6.0
