,SHAP_value,SK-ESD
amc,0.04870523460201865,1.0
cam,0.047912049494397424,1.0
lcom3,0.044501844158819436,1.0
npm,0.04338165181984489,2.0
lcom,0.0413472610101233,2.0
moa,0.04021887434916915,2.0
ca,0.03831652828988255,2.0
dit,0.03181372995698649,3.0
ic,0.029601674795205857,3.0
avg(cc),0.027179225653456582,4.0
noc,0.009539375696070591,5.0
