,SHAP_value,SK-ESD
amc,0.05225943791203098,1.0
npm,0.051532755717051106,1.0
cam,0.04742193550733203,2.0
lcom3,0.042615550843352105,2.0
ca,0.03781091541066279,3.0
lcom,0.03723441493425366,3.0
dit,0.03487539703622712,3.0
ic,0.0340324654798547,3.0
moa,0.031446329071457224,4.0
avg(cc),0.02680328031190219,4.0
noc,0.011052781915329492,5.0
