,SHAP_value,SK-ESD
amc,0.052600595433052746,1.0
npm,0.04979070753951122,1.0
cam,0.049438601023221944,1.0
lcom3,0.04400059833794713,2.0
ca,0.03823888570936669,3.0
dit,0.03462677190495288,3.0
ic,0.03455782862927611,3.0
lcom,0.03450054852793975,3.0
moa,0.03295924509355556,3.0
avg(cc),0.025623813940862848,4.0
noc,0.00957351054902493,5.0
