,SHAP_value,SK-ESD
amc,0.05368311472344367,1.0
cam,0.04629845795911958,2.0
npm,0.04478820501501724,2.0
lcom3,0.04055720180784004,3.0
lcom,0.040434794301560995,3.0
moa,0.03954931475600162,3.0
ca,0.03846328327562129,3.0
ic,0.034548705846513574,4.0
dit,0.03338512111633584,4.0
avg(cc),0.028000892895013795,5.0
noc,0.008453361069892754,6.0
