,SHAP_value,SK-ESD
npm,0.052094897437241515,1.0
amc,0.049464357346659237,1.0
lcom3,0.04465521545250033,2.0
cam,0.04464621773329187,2.0
ca,0.03924994713546183,3.0
lcom,0.037072431726054206,3.0
moa,0.03573109747169057,3.0
ic,0.035582985096193884,3.0
dit,0.033384714929222334,3.0
avg(cc),0.02694926306153044,4.0
noc,0.008577651982167964,5.0
