,SHAP_value,SK-ESD
cam,0.052692009918762835,1.0
amc,0.05220139217717435,1.0
npm,0.049661901752028094,1.0
lcom3,0.03928108748453343,2.0
ic,0.038429483851580265,2.0
ca,0.037250942993602154,2.0
dit,0.0365153722595307,3.0
moa,0.035803714316571575,3.0
lcom,0.03383946568563346,3.0
avg(cc),0.026586514172579345,4.0
noc,0.008158508826862573,5.0
