,SHAP_value,SK-ESD
amc,0.053039730157184634,1.0
moa,0.04823444934016128,1.0
cam,0.042797863129622,2.0
lcom,0.04171534937851511,2.0
lcom3,0.04121532119916999,2.0
npm,0.04075617075219767,2.0
ca,0.03876242528432069,2.0
dit,0.03447811451667972,3.0
ic,0.028515292998567077,4.0
avg(cc),0.027021707037479404,4.0
noc,0.010881100739005422,5.0
