,SHAP_value,SK-ESD
amc,0.05075279121155388,1.0
lcom3,0.04708617217511759,1.0
cam,0.0470115673065396,1.0
npm,0.04450526514882672,1.0
ca,0.039145281195631924,2.0
lcom,0.0389759248393118,2.0
dit,0.03475134124547386,2.0
ic,0.03468671476707703,2.0
moa,0.033148133912169614,2.0
avg(cc),0.026843841212558096,3.0
noc,0.008959926179188291,4.0
