,SHAP_value,SK-ESD
amc,0.05356346689214232,1.0
npm,0.04736647156754484,2.0
cam,0.046109293668428274,2.0
lcom3,0.04307674475102893,2.0
lcom,0.03993681164412115,3.0
ca,0.03831762957465042,3.0
dit,0.03821288113331648,3.0
ic,0.033625933112270266,4.0
moa,0.03231806829569662,4.0
avg(cc),0.027706026928388576,5.0
noc,0.009612068340404805,6.0
