,SHAP_value,SK-ESD
amc,0.053448315452670314,1.0
lcom3,0.050264551736220284,1.0
cam,0.048548593313712064,1.0
npm,0.046852240856314745,1.0
ca,0.038409293229114634,2.0
lcom,0.03761699345462232,2.0
ic,0.03163375597034751,3.0
dit,0.030952949013988013,3.0
moa,0.03037177940003773,3.0
avg(cc),0.02781747670169951,3.0
noc,0.009477655888941125,4.0
