,SHAP_value,SK-ESD
cam,0.05109273301405723,1.0
amc,0.04743050933965663,2.0
lcom3,0.046661115944684604,2.0
lcom,0.043487538164679485,2.0
npm,0.04192059527024087,3.0
dit,0.03865209078908795,3.0
moa,0.03733905386738608,3.0
ic,0.036560191374204604,3.0
ca,0.03644110683757182,3.0
avg(cc),0.025977512663237768,4.0
noc,0.00997116970217478,5.0
