,SHAP_value,SK-ESD
amc,0.050983886367252054,1.0
cam,0.04855849510372329,1.0
lcom3,0.04597824224679553,1.0
npm,0.04413382419687397,1.0
lcom,0.04173997095000711,2.0
moa,0.038197056231199164,2.0
ca,0.03773715804004734,2.0
ic,0.03216535043651515,3.0
dit,0.030676226751185757,3.0
avg(cc),0.026414754374226943,4.0
noc,0.009078778850886272,5.0
