,SHAP_value,SK-ESD
npm,0.05438486054912214,1.0
amc,0.05046666729219054,1.0
cam,0.04941818306264024,1.0
lcom,0.040954093912014954,2.0
moa,0.038330844211803335,3.0
lcom3,0.036348172976415356,3.0
ca,0.03498517155705748,3.0
dit,0.0339078384114285,3.0
ic,0.031261301768724464,4.0
avg(cc),0.02790046789595779,4.0
noc,0.009442750730866893,5.0
