,SHAP_value,SK-ESD
lcom3,0.05140211077575905,1.0
amc,0.05062951620975253,1.0
cam,0.0463955338220386,1.0
npm,0.045696590453457295,1.0
ca,0.038103871963989,2.0
ic,0.037472935053789035,2.0
lcom,0.03690778677406522,2.0
moa,0.03533247063115864,2.0
dit,0.03225160999190292,3.0
avg(cc),0.02810060303126515,3.0
noc,0.009097210732693144,4.0
