,SHAP_value,SK-ESD
amc,0.05400674213594228,1.0
cam,0.04924204206029209,1.0
lcom3,0.04457292073582524,2.0
npm,0.04298539098874374,2.0
ca,0.04176081691829247,2.0
lcom,0.0381614683450945,3.0
dit,0.035156077850146704,3.0
ic,0.03247390893541868,4.0
avg(cc),0.02715749303494105,5.0
moa,0.026540194612786557,5.0
noc,0.010354845899520496,6.0
