,SHAP_value,SK-ESD
Closeness,0.051622837210229006,1.0
lcom3,0.03926689019327676,3.0
Betweenness,0.03682206688512107,3.0
cam,0.02836305609117211,4.0
lcom,0.023997364723555095,5.0
Eigenvector,0.022382159353384685,5.0
cbm,0.021534054761911354,6.0
avg(cc),0.01976348657997533,6.0
mfa,0.01487147607626082,8.0
Indirects,0.010711547333353529,10.0
ca,0.009391201040123325,11.0
Constrain,0.007601692705805558,12.0
