,SHAP_value,SK-ESD
Closeness,0.05402410471243513,1.0
Betweenness,0.0415096548014802,2.0
lcom3,0.039023177206304646,2.0
cam,0.025163713234938424,3.0
Eigenvector,0.024046623946813693,3.0
cbm,0.02361405198637245,3.0
lcom,0.02171784964396316,4.0
avg(cc),0.020075341451188843,5.0
mfa,0.015718986825485604,6.0
Indirects,0.01129776297375641,8.0
ca,0.008963084750401055,9.0
Constrain,0.007674781457476704,10.0
